tavu,frekvenssi
la,4.06071386610285
ol,3.13327009324013
ta,3.0545064782469
ja,2.87954742174345
nen,2.513759171278
si,2.07863499627765
ti,1.93863551965453
tä,1.85763872767849
ka,1.79197488282152
li,1.70537212594535
taa,1.44714856681838
mi,1.21852035832437
ki,1.19120422956046
tää,1.15122959415347
ri,1.00375549766349
to,0.990759328521285
tu,0.982812748570441
ma,0.97190011053075
ko,0.948893015704453
sa,0.941871170552331
va,0.928667799422029
jo,0.908062712828098
ei,0.821344843736318
se,0.737339785859048
te,0.73683329211037
lä,0.68597671525451
ke,0.678574999790879
lu,0.655514185930632
et,0.625508268395335
vä,0.62239640150005
na,0.586573480002668
kä,0.565607708466496
da,0.557783914878968
hän,0.551732849411811
mä,0.54709766419664
ni,0.540835559667535
ku,0.528449485268054
nä,0.519002609440445
ai,0.518895171372544
lai,0.511589382755254
pi,0.508343218275093
ty,0.486705958814538
ra,0.484511152570268
pa,0.466657247929381
ten,0.456442957331048
me,0.455913441139249
tai,0.438942063484694
tus,0.428651031409289
no,0.402451491136781
ne,0.395088146411688
suo,0.388246643730686
vi,0.383726570731123
dä,0.360796217381899
toi,0.360546807581413
kun,0.347259020826332
saa,0.346031157193174
en,0.336795320427515
le,0.334255177536419
ha,0.329052105390912
mu,0.324179021596817
pe,0.316021402584024
so,0.314536455002673
mut,0.308235979735032
voi,0.304065080456148
kuin,0.297837509591725
sen,0.293716492272939
vuo,0.29211643247598
sä,0.291441107477743
pu,0.288152735185192
he,0.283133842584659
kaan,0.282800017159394
myös,0.28139564812897
vas,0.27691010879409
lo,0.263250125875208
kin,0.262283183264096
ve,0.257498352168634
jä,0.255445517656948
val,0.248696104748433
tel,0.23937201528414
maa,0.230151526813894
tö,0.226253059778618
il,0.223444321717769
muu,0.222166576124514
suus,0.220320943600923
tys,0.219634107381126
al,0.218011025141045
vii,0.213279913079533
uu,0.212090420184912
hy,0.212086583111058
kas,0.205379378014933
tie,0.204320345631334
ker,0.203572116229879
vai,0.200352811266693
kai,0.199838643370308
su,0.199685160416163
kaik,0.198242420647202
sit,0.196358417385076
tar,0.194217330174756
sii,0.192575062565408
yh,0.191926597084146
an,0.190813845666597
de,0.190111661151385
ky,0.19000038600963
yk,0.18744489482312
mo,0.187114906471709
jos,0.186857822523516
kaa,0.18632063218401
sin,0.185376712016019
sel,0.184954633892121
vie,0.184271634746177
kau,0.182855754494192
sil,0.182226474382199
tul,0.181758351372057
po,0.178136153654241
sy,0.175707285904901
niin,0.174076529517113
kuu,0.173312951820243
nyt,0.170078298561642
mis,0.165627292891445
teh,0.165186029398279
mus,0.163562947158198
kes,0.163505391050394
del,0.160570029552375
kui,0.159453441060972
tun,0.159046711232489
nai,0.158628470182444
ro,0.15843277941591
men,0.15726630896441
vain,0.155248008117407
kan,0.151215243497253
huo,0.147032832996809
vaa,0.146411227032523
ar,0.143732949482697
hal,0.142861933717926
puo,0.139159157449184
hen,0.137750951344906
van,0.137601305464615
ses,0.137160041971449
ih,0.136745637995258
mil,0.136722615552136
oi,0.13592066711673
lis,0.135214645527664
jäl,0.133154136868271
min,0.131688374656189
mat,0.130940145254733
pal,0.130165056336302
kir,0.129535776224309
mark,0.128799058044414
rä,0.128027806199837
koh,0.127720840291547
var,0.127609565149792
kos,0.126136128790003
tut,0.123753305926905
lii,0.120779573690351
as,0.117763633641407
mie,0.117387600403752
mies,0.115503597141626
ton,0.113849818310716
tuo,0.11264497712068
ken,0.111566759367813
kol,0.111010383659038
kus,0.108312920739944
las,0.108278387075262
päi,0.108040488496337
käy,0.107718174292634
hä,0.107115753697615
pai,0.106179507677332
ly,0.103700757967895
mah,0.102457546039322
re,0.101970237659913
suu,0.10193570399523
kans,0.101605715643819
eh,0.101271890218554
kak,0.101233519480018
nis,0.0977532934947862
joh,0.0973657490355707
koi,0.0970127382410378
vin,0.0965139186400674
tei,0.0965062444923601
leen,0.0947181680765739
pää,0.0944802694976495
mai,0.0944188763159916
kat,0.0932140351259554
di,0.0923737159520129
vo,0.0921626768900639
ot,0.0916561831413863
seu,0.09125712746061
raa,0.0903554151050096
dol,0.0899064774641362
mäi,0.0898949662425754
hu,0.088590361132345
nos,0.0885443162461016
ho,0.0879111990602546
sent,0.0878881766171329
vaik,0.0874200536069914
vuon,0.0859274318779338
ras,0.0850986239255522
hin,0.0849835117099436
jää,0.0849720004883828
käyt,0.0836175134180554
liit,0.0835330977932758
on,0.0833872889868383
rus,0.0832414801804008
jat,0.082988233306062
läh,0.0825392956651886
jär,0.0823129083078251
hi,0.0815339823155405
täy,0.0813536398444205
ju,0.0812960837366162
rit,0.0805094835966244
nel,0.080221703057603
it,0.0799339225185816
des,0.0791933672648332
noin,0.0783223515000618
us,0.0782187505060141
työ,0.077858065563774
nes,0.0778158577513842
laa,0.0774206391444615
lei,0.0773132010765601
näyt,0.0771789034916835
loin,0.0771443698270009
mas,0.0770177463898315
sim,0.0765112526411539
kään,0.0762311462498397
au,0.0757208154273084
har,0.0749380523611703
kiin,0.0736104248078182
do,0.0731192793545551
mää,0.0723979094700748
joo,0.07224442651593
ran,0.0719719942723231
ris,0.0715882868869613
lin,0.0700342719762458
lää,0.0700189236808313
dis,0.0695162670060072
pääs,0.0692745313532293
kor,0.0687066444228937
pit,0.0681234091971437
rin,0.0675056403067111
lan,0.0672332080631042
gi,0.0669991465580335
lap,0.0662010351964808
han,0.0643515655990367
jaa,0.0640983187246979
tur,0.0640752962815761
kel,0.0636608923053853
joit,0.0635994991237274
jou,0.0635879879021666
lit,0.0633577634709495
muis,0.0632196288122192
tään,0.0629164999777833
tuu,0.0627399945805169
pun,0.0626632531034445
kal,0.0626555789557373
mer,0.0626172082172011
lau,0.0619687427359396
jes,0.0618421192987702
nuo,0.061723170009308
pä,0.0615735241290168
vel,0.060948081090877
muut,0.0607600644720497
hel,0.0607178566596599
suun,0.060606581517905
luo,0.0598660262641566
vaan,0.0598545150425957
löy,0.0597777735655234
ny,0.0596588242760612
pie,0.0595935940205497
syn,0.0591484934535299
nem,0.0587456006989
vu,0.0585882806709016
mei,0.0582352698763687
py,0.0580395791098342
taan,0.0575254112134493
len,0.0575215741395957
hem,0.0573680911854509
nus,0.0573297204469147
ru,0.0571417038280874
ym,0.0571340296803802
in,0.0571033330895512
pis,0.0568270637720907
mys,0.0565392832330693
ää,0.0564395193128752
mit,0.0563052217279986
näh,0.0560366265582453
juu,0.0560251153366844
man,0.0555992001389328
kyl,0.055476413775617
voit,0.0549814312485002
tos,0.0545133082383587
kut,0.0541027413360215
mak,0.0535118319625643
ruot,0.0532317255712501
tön,0.0530935909125199
vis,0.0525832600899886
per,0.0523798951757468
kou,0.052207226852334
leh,0.0521458336706761
oh,0.051996187790385
jouk,0.0517774745807287
jul,0.0517275926206317
nää,0.0514781828201465
het,0.0510868012870774
lop,0.0508604139297139
päät,0.0505457738737171
os,0.0503615943287435
lus,0.0499241679094309
sal,0.0497016176259211
viik,0.0496325502965559
los,0.0494560448992895
mal,0.0494291853823141
tau,0.0489687365198799
keus,0.0488881579689539
taas,0.0488229277134424
dot,0.0487999052703207
kii,0.0487346750148092
poh,0.0486502593900296
kon,0.0486349110946151
sun,0.0485696808391036
aa,0.0485236359528602
dus,0.0482780632262286
sak,0.0482358554138388
pah,0.048082372459694
läi,0.0478329626592088
tyi,0.0477945919206727
tii,0.0477638953298437
dent,0.0471729859563864
keen,0.0471691488825328
is,0.0465360316966858
kul,0.0464362677764917
jon,0.0463863858163946
soit,0.0462367399361035
rat,0.0457954764429374
kah,0.0455959486025492
syy,0.045507695903916
pois,0.0449820167859703
met,0.04484388212724
sik,0.0446942362469489
kyi,0.0445254049973896
nous,0.0444831971849998
jol,0.0442568098276363
kei,0.0439767034363222
hoi,0.0438347317037383
män,0.0437196194881297
näin,0.0434088165059866
vir,0.0432821930688172
myö,0.0431517325577942
hes,0.0431171988931116
kais,0.0429291822742843
ver,0.0427526768770179
den,0.0426490758829702
saat,0.0424725704857037
sään,0.0422423460544866
vit,0.0419660767370261
muo,0.041916194776929
syys,0.0419008464815146
suh,0.0418854981861001
poi,0.0418279420782958
kil,0.0416667849764438
par,0.0416475996071757
tös,0.0416399254594685
väs,0.0416053917947859
hei,0.0411180834153764
ryh,0.040910881427281
pet,0.0407075165130392
kar,0.0405425223373336
siir,0.0403122979061165
tee,0.0397559221973418
kein,0.0395448831353928
je,0.0393223328518829
luon,0.039019204017447
ros,0.038938625466521
riit,0.0387352605522793
siel,0.0385434068595983
es,0.0385280585641839
ment,0.0384398058655506
rik,0.0384398058655506
teen,0.0384052722008681
kym,0.0383477160930638
paik,0.0381290028834075
vah,0.0379218008953121
kit,0.0378719189352151
fi,0.0376378574301444
paus,0.0375419305838039
jai,0.037369262260391
täs,0.0371390378291739
pys,0.0369663695057611
tyy,0.0369318358410785
naa,0.0368896280286887
gel,0.0368128865516164
sai,0.0364905723479124
säl,0.0358421068666509
kaus,0.0354737477767035
his,0.0354200287427528
tär,0.0353509614133877
rem,0.035197478459243
tiik,0.0349480686587577
kis,0.0349173720679288
op,0.0345873837165176
jel,0.034552850051835
neu,0.0344108783192511
pel,0.0341115865586689
paa,0.0340693787462791
rans,0.0338276430935011
siit,0.0337509016164288
rau,0.0335321884067725
set,0.0333671942310669
les,0.0333211493448235
siis,0.033255919089312
sek,0.0329873239195587
pank,0.0326650097158547
äi,0.0325460604263925
kö,0.0325383862786853
lut,0.0325307121309781
pan,0.0324769930970274
täl,0.0324347852846376
yl,0.0321546788933234
laan,0.0320472408254221
tyt,0.031947476905228
pul,0.0317019041785964
käs,0.0316635334400603
mär,0.0316481851446458
mel,0.0315637695198662
tet,0.0314601685258185
kaup,0.0313297080147955
teys,0.0312145957991869
joi,0.031203084577626
jas,0.0310687869927494
moit,0.0310304162542132
myön,0.0309997196633843
lö,0.0309383264817264
jal,0.0308922815954829
nor,0.0308654220785076
tän,0.0308040288968497
vil,0.0307541469367527
sas,0.030731124493631
mik,0.030700427902802
teel,0.0306889166812412
net,0.030569967391779
loit,0.0304318327330487
kie,0.03035892832983
jät,0.0301095185293448
säk,0.0299253389843711
täin,0.0298562716550059
nat,0.0296682550361786
jar,0.0296106989283743
mes,0.0295761652636918
puu,0.0293305925370602
loi,0.0292845476508168
tal,0.0292385027645733
nu,0.0291771095829154
taus,0.0291771095829154
tan,0.0288816548961868
pyr,0.0285900372833118
sää,0.0285324811755075
hie,0.0284557396984352
siin,0.0284327172553134
ral,0.0284250431076062
vuok,0.0283751611475092
säi,0.0283214421135585
sei,0.0281142401254631
muus,0.0279108752112213
tik,0.0277842517740519
kuo,0.027753555183223
lou,0.0277305327401013
naan,0.0276461171153216
hit,0.0276307688199072
koit,0.0274274039056654
em,0.0273353141331785
lah,0.0269209101569877
am,0.0268902135661588
vot,0.0267904496459647
fes,0.0263184895619696
ter,0.0263108154142624
nal,0.026072916835338
sö,0.0259769899889976
pak,0.0259194338811933
vaih,0.0258849002165107
syk,0.0257659509270486
soi,0.0257045577453907
näi,0.0256738611545617
das,0.025620142120611
bi,0.0256163050467574
vuus,0.0256163050467574
uh,0.0255357264958314
tek,0.0254474737971982
tuot,0.0253860806155403
jan,0.0253745693939795
räs,0.0253477098770041
vos,0.0252249235136883
koo,0.0251596932581768
tis,0.0251098112980798
tain,0.0251021371503725
voin,0.0250292327471538
tuus,0.0247951712420831
myy,0.0246838961003281
sis,0.0246071546232558
sein,0.0245611097370123
tääl,0.0244728570383791
kuol,0.0243807672658923
lyt,0.0243155370103807
pii,0.0239970598805304
rai,0.0238512510740929
tois,0.0237783466708741
nan,0.0236632344552656
kiel,0.0235711446827787
vih,0.0235557963873643
run,0.0235404480919498
dos,0.023175926075856
tah,0.0231068587464909
teks,0.0229610499400534
hil,0.0226425728102031
kuul,0.022592690850106
nau,0.0225543201115698
hai,0.0224852527822047
lous,0.0224430449698149
nol,0.0224353708221077
nut,0.0222243317601586
kier,0.0221821239477688
pos,0.0221821239477688
nun,0.0221360790615254
lem,0.0221207307661109
väk,0.0218329502270895
jot,0.0218137648578215
ul,0.0218060907101142
tap,0.0215451696880682
nään,0.0214799394325566
nit,0.0213379676999728
kär,0.021023327643976
tais,0.0209274007976356
ak,0.0207931032127589
niit,0.0206396202586142
myys,0.0206089236677852
äs,0.0205667158553954
pek,0.0204516036397869
tin,0.020440092418226
jet,0.0202559128732523
väi,0.0201254523622293
tiis,0.0200371996635961
tors,0.0200256884420352
ril,0.0200218513681816
mät,0.0199988289250599
ser,0.019987317703499
tans,0.0199297615956947
yö,0.0198913908571586
nas,0.0198415088970615
vält,0.0198146493800862
nou,0.0196112844658444
dek,0.0195307059149184
vät,0.0194961722502358
rot,0.0194462902901388
sar,0.019404082477749
el,0.0192851331882868
her,0.0192774590405796
säh,0.0191201390125812
sem,0.0190779312001914
kirk,0.0190280492400944
kot,0.0188668921382424
san,0.0188668921382424
raus,0.0188592179905352
siik,0.0186942238148296
ga,0.0185599262299529
saal,0.0184755106051733
pääl,0.0184601623097588
moi,0.0184371398666371
liik,0.018417954497369
ket,0.0182261008046881
kous,0.0180918032198115
väit,0.0179383202656667
pas,0.0178769270840088
täh,0.0178308821977654
mur,0.0178270451239118
tui,0.0178040226807901
kult,0.0177925114592292
kaut,0.0177387924252786
nin,0.0175968206926947
keu,0.0175315904371832
kom,0.0175124050679151
heit,0.0173896187045993
haas,0.0171555571995285
kum,0.0170749786486025
lään,0.0170174225407983
not,0.0168946361774825
lak,0.0168907991036289
täi,0.0168754508082144
sat,0.0168562654389463
hyö,0.016748827371045
mais,0.0166912712632407
häi,0.0166068556384611
ves,0.0165799961214857
jak,0.0165723219737785
ah,0.0165492995306568
jut,0.0163344233948542
aan,0.0162883785086107
sän,0.0162615189916354
rak,0.0162384965485137
sep,0.0162384965485137
maan,0.0161272214067588
or,0.0160351316342719
ir,0.0159660643049068
saak,0.0158471150154446
kaas,0.0157166545044216
toin,0.0157089803567143
köi,0.0156859579135926
lil,0.015682120839739
ruus,0.0156168905842275
juo,0.0156053793626666
lot,0.0155401491071551
lie,0.0155248008117406
syyt,0.0153559695621814
rei,0.0153214358974989
tyh,0.0153060876020844
puut,0.0152984134543772
heut,0.0152255090511584
noi,0.0152101607557439
poik,0.0151602787956469
ur,0.0151180709832571
puh,0.0150528407277456
kuut,0.0149799363245268
lat,0.0149492397336979
maat,0.014937728512137
mäs,0.01488784655204
kurs,0.0148801724043327
has,0.0148686611827719
hol,0.0148533128873574
pyö,0.0148264533703821
reh,0.0148264533703821
let,0.0146307626038475
tark,0.0145540211267752
juh,0.0145118133143854
aut,0.0145003020928245
vut,0.0144811167235564
at,0.0144542572065811
riip,0.0143928640249232
län,0.0143429820648261
vau,0.0142163586276567
luot,0.014143454224438
syö,0.014143454224438
seen,0.0141357800767307
mar,0.0141050834859018
ys,0.0140475273780975
vauh,0.014032179082683
pelk,0.0139938083441468
läm,0.0139899712702932
pait,0.0139899712702932
vaus,0.0139746229748788
tak,0.0139707859010251
lik,0.0139132297932209
gas,0.0138057917253195
moin,0.0137866063560514
sie,0.013771258060637
juk,0.0136484716973212
sul,0.0136369604757603
miet,0.0136331234019067
res,0.013479640447762
vyys,0.0134681292262011
jen,0.0134182472661041
lain,0.0134182472661041
teet,0.0133415057890317
ruo,0.0132532530903985
nuut,0.0132033711303014
pot,0.013188022834887
ji,0.0131419779486435
merk,0.0130805847669856
pur,0.0130729106192784
tiet,0.0130460511023031
työt,0.0129040793697192
help,0.0128925681481583
täyt,0.0128887310743047
sain,0.0128119895972323
kiis,0.0127889671541106
roi,0.0127736188586962
vy,0.0127544334894281
käyn,0.0127390851940136
palk,0.0127390851940136
rät,0.0127007144554774
lät,0.0126853661600629
saan,0.0126508324953804
hat,0.0126316471261123
jek,0.0126316471261123
pöy,0.0125932763875761
sääs,0.0125357202797718
jus,0.0125318832059182
seit,0.012493512467382
näy,0.0124820012458211
läin,0.0124474675811386
leik,0.0124282822118705
pil,0.0123400295132373
tou,0.0122402655930432
lais,0.0122287543714823
kuus,0.0121174792297274
jy,0.0121059680081665
luul,0.0120369006788014
ner,0.0120292265310942
kap,0.0119946928664116
por,0.0119179513893392
til,0.0118757435769494
pin,0.0118680694292422
hyt,0.0115227327824165
tien,0.0114843620438803
vies,0.0114843620438803
vat,0.0114536654530514
myyn,0.011426805936076
hau,0.0113385532374428
lel,0.0113232049420283
päil,0.0113232049420283
niis,0.0113193678681747
tuk,0.0113193678681747
vail,0.0112503005388096
kuun,0.0111735590617372
saas,0.0111505366186155
hank,0.0111428624709083
jän,0.0110392614768606
teis,0.011004727812178
luk,0.0109471717043737
sor,0.0108550819318869
eu,0.0107591550855464
pen,0.0107514809378392
meis,0.0107438067901319
hot,0.0107399697162783
noh,0.0106900877561813
kuk,0.0106133462791089
hir,0.01058264968828
luok,0.01058264968828
mok,0.0105442789497438
nei,0.010502071137354
pus,0.0103217286662339
ven,0.0102987062231122
tuol,0.0102449871891615
tes,0.0102334759676007
kek,0.0102027793767717
lös,0.0101912681552109
tuul,0.0101490603428211
hui,0.0100915042350168
teut,0.00991883591160395
ik,0.00991116176389671
roop,0.00989197639462862
go,0.00986511687765329
tot,0.0098267461391171
ry,0.00967326318497236
port,0.00965791488955789
tiu,0.00965024074185065
viet,0.00956966219092466
väl,0.00956198804321742
pol,0.00953896560009571
tor,0.00953129145238848
päin,0.00950826900926676
vus,0.00948140949229144
jaus,0.00942001631063354
teu,0.00938164557209735
bud,0.00930490409502498
kent,0.00928955579961051
hail,0.00923967383951347
maut,0.00923199969180623
työl,0.00923199969180623
niik,0.00918595480556281
piir,0.00917828065785557
sur,0.00917060651014833
läs,0.00908619088536872
suos,0.00902096062985721
raan,0.00900177526058912
syt,0.00895573037434569
mek,0.00894421915278484
keit,0.00879457327249371
sus,0.00862190494908088
lait,0.00856818591513022
tat,0.0085643488412766
hah,0.00855667469356936
jäs,0.00851446688117956
dys,0.00851062980732594
räi,0.00849911858576509
jous,0.00847609614264337
ään,0.00841086588713186
nys,0.00840702881327824
din,0.00838016929630291
put,0.00837633222244929
ren,0.00836482100088844
lyö,0.00833796148391311
koon,0.00832645026235225
tör,0.0083149390407914
nik,0.0082957536715233
bo,0.00828424244996245
dyt,0.00821901219445093
käi,0.00821133804674369
heik,0.00814610779123218
ret,0.00814610779123218
toh,0.00802332142791639
uk,0.00799646191094106
kyt,0.00798878776323382
von,0.0079235575077223
mäl,0.00791972043386869
pau,0.00790053506460059
ark,0.00786983847377164
ge,0.00786216432606441
lip,0.00783530480908908
tiuk,0.00782763066138184
neis,0.00780844529211375
sau,0.00776240040587032
roh,0.00775472625816309
vien,0.00772019259348052
köy,0.00770484429806605
laus,0.00769717015035881
tol,0.00762426574714006
hyök,0.00759356915631111
kam,0.00751682767923874
taak,0.00747845694070255
koin,0.0074477603498736
juos,0.00744008620216637
puun,0.00743241205445913
hou,0.00740938961133742
lui,0.0074055525374838
kur,0.00732881106041143
jau,0.00732113691270419
tem,0.00730962569114334
fe,0.00724823250948544
vyt,0.00723288421407096
rou,0.00722137299251011
veik,0.00712160907231603
laut,0.00709858662919432
sert,0.0070947495553407
äk,0.00709091248148708
löin,0.0070755641860726
aat,0.00707172711221899
raat,0.00706405296451175
käl,0.00702951929982918
sum,0.00702568222597556
rään,0.00701417100441471
pail,0.00695661489661043
kont,0.00693742952734234
non,0.00693742952734234
heh,0.00692208123192786
vet,0.00691440708422062
hul,0.0068683621979772
nyys,0.0068683621979772
kiu,0.00684917682870911
työs,0.00682231731173378
teek,0.00681848023788016
viih,0.00681464316402654
hoit,0.00679545779475845
täyn,0.00678778364705121
dän,0.00676859827778312
nös,0.00676859827778312
dat,0.00671871631768608
ou,0.00668801972685713
ba,0.00664197484061371
pik,0.00663813776676009
tit,0.00658441873280943
rim,0.00657674458510219
mon,0.00656139628968772
loh,0.00655372214198048
sam,0.00654604799427324
neh,0.00651918847729791
koil,0.0064961660341762
nil,0.00648849188646897
kort,0.00646546944334725
käys,0.00646163236949364
be,0.00643093577866469
my,0.00643093577866469
ruk,0.00643093577866469
ee,0.00641942455710383
keil,0.00641558748325021
lal,0.00640791333554298
pon,0.00635803137544594
kiih,0.00632733478461699
mau,0.00632349771076337
pö,0.00630814941534889
seik,0.00629280111993442
rah,0.0062889640460808
oit,0.00624291915983738
reet,0.00624291915983738
gais,0.0061853630520331
sym,0.00618152597817948
öl,0.00616617768276501
lois,0.00616234060891139
nöl,0.00610862157496073
naut,0.00610094742725349
viit,0.0060817620579854
ties,0.00605106546715645
veys,0.00605106546715645
peu,0.00604339131944921
inf,0.0060395542455956
kail,0.0060395542455956
turk,0.00602804302403474
tart,0.00600502058091303
fo,0.0059781610639377
hyl,0.00596664984237684
suk,0.00594746447310875
tyk,0.00593979032540151
pei,0.00592060495613342
rel,0.00588223421759724
lail,0.00585537470062191
hur,0.00584770055291467
jäh,0.00584770055291467
der,0.00584386347906105
nän,0.00582084103593934
dut,0.0058131668882321
un,0.00580549274052486
oin,0.00578630737125677
juok,0.00577479614969592
räys,0.00575944785428144
hon,0.00574409955886697
pui,0.00573642541115973
haus,0.00573258833730611
väis,0.00571724004189164
nak,0.00569038052491631
roit,0.00568270637720907
keuk,0.00565968393408736
myil,0.00564433563867289
syr,0.00564049856481927
syyl,0.00564049856481927
huip,0.00563282441711203
tuh,0.00562515026940479
rek,0.00561363904784394
dul,0.0056059649001367
lek,0.00559445367857584
luut,0.00559445367857584
hiih,0.00557910538316137
työn,0.00556759416160052
moot,0.0055445717184788
verk,0.00553306049691795
saus,0.00552922342306433
nuk,0.00551771220150347
dok,0.005502363906089
ins,0.00547550438911367
tas,0.00546399316755281
lys,0.00542945950287025
rie,0.00539492583818768
hom,0.00539108876433406
rail,0.00539108876433406
kop,0.00537190339506597
nek,0.00537190339506597
hok,0.0053373697303834
pap,0.00532585850882255
juus,0.00532202143496893
fil,0.00531818436111531
dy,0.0052951619179936
puis,0.00529132484413998
keel,0.00528748777028636
vam,0.00528748777028636
louk,0.00525295410560379
pais,0.00519923507165313
hus,0.00516086433311695
tyis,0.00513400481614162
miel,0.00511098237301991
koos,0.00510714529916629
fa,0.00510330822531267
pat,0.00510330822531267
mö,0.00503040382209392
kim,0.0050265667482403
häm,0.00500738137897221
sol,0.00499587015741135
peit,0.00497284771428964
dät,0.00494982527116793
peh,0.00494982527116793
du,0.00493063990189984
polt,0.0049229657541926
hut,0.00491529160648536
vol,0.00486540964638832
kyn,0.0048615725725347
herk,0.00485773549868108
aal,0.00484622427712023
nie,0.00484622427712023
peel,0.00484238720326661
keh,0.00481552768629128
nur,0.00480785353858404
pom,0.00478866816931595
naus,0.00475413450463338
säs,0.00473878620921891
mui,0.00470425254453634
taik,0.00468123010141463
tyyp,0.00465820765829292
liu,0.00465053351058568
heel,0.00463518521517121
ui,0.00463518521517121
töi,0.00463134814131759
mäk,0.0046121627720495
tont,0.00460065155048864
vik,0.00457762910736693
ok,0.00455460666424522
kuis,0.00454693251653798
paas,0.00454309544268436
eel,0.00453542129497713
laal,0.00451623592570903
paut,0.00451239885185541
for,0.0044893764087337
reu,0.00440879785780771
kok,0.00439344956239324
syi,0.00438193834083238
kart,0.00437810126697876
kem,0.00435891589771067
tum,0.00430519686376001
tuon,0.00430135978990639
suin,0.00429752271605278
mos,0.00428984856834554
näl,0.0042821744206383
sih,0.00425531490366297
teil,0.00423229246054126
rok,0.00421694416512679
soin,0.00421310709127317
gen,0.00418624757429784
hyp,0.00417089927888336
hain,0.00415938805732251
pes,0.00414787683576165
tent,0.00411334317107908
kamp,0.00410566902337185
lam,0.0040749724325429
vei,0.0040749724325429
konk,0.00407113535868928
oop,0.00407113535868928
sah,0.00407113535868928
mars,0.00404427584171395
auk,0.00402892754629948
reit,0.00402509047244586
tiin,0.00400590510317777
nok,0.00397520851234882
tuok,0.00395218606922711
tuut,0.00394451192151987
puk,0.00394067484766625
kiit,0.00392916362610539
bus,0.00389846703527645
hiuk,0.00389846703527645
liet,0.00388311873986197
maus,0.00387928166600835
naat,0.00387544459215473
fy,0.0038677704444475
eet,0.00386393337059388
haim,0.00386393337059388
peus,0.00382172555820407
kyp,0.00380254018893598
mot,0.00379102896737513
hät,0.00377184359810703
keyt,0.00376800652425341
käis,0.0037027762687419
mök,0.00367591675176657
by,0.00367207967791295
ap,0.00366824260405933
mul,0.00366440553020571
löl,0.0036605684563521
